std,lower_quartile,dwelling,district,end_date,area,region,bedrooms,upper_quartile,start_date,bonds_received,average_rent,median_rent,date_type
55.65,325,House,Christchurch,2011-02-28,St Martins/Beckenham/Huntsbury,Canterbury,3,390,2010-09-01,45,354,350,range
55.77,270,House,Christchurch,2011-02-28,St Martins/Beckenham/Huntsbury,Canterbury,2,300,2010-09-01,22,279,282,range
26.88,175,Apartment,Timaru,2011-02-28,Timaru Township,Canterbury,2,220,2010-09-01,10,188,185,range
38.17,145,Flat,Timaru,2011-02-28,Timaru Township,Canterbury,3,210,2010-09-01,12,179,185,range
29.34,146,Flat,Timaru,2011-02-28,Timaru Township,Canterbury,2,185,2010-09-01,67,168,165,range
22.84,117,Flat,Timaru,2011-02-28,Timaru Township,Canterbury,1,150,2010-09-01,29,134,135,range
44.13,250,House,Timaru,2011-02-28,Timaru Township,Canterbury,4,305,2010-09-01,36,281,280,range
44.57,220,House,Timaru,2011-02-28,Timaru Township,Canterbury,3,270,2010-09-01,161,246,240,range
36.58,190,House,Timaru,2011-02-28,Timaru Township,Canterbury,2,235,2010-09-01,77,215,210,range
20.98,270,Apartment,Christchurch,2011-02-28,Spreydon/Somerfield,Canterbury,2,280,2010-09-01,6,270,275,range
27.24,226,Flat,Christchurch,2011-02-28,Spreydon/Somerfield,Canterbury,2,260,2010-09-01,31,244,250,range
36.81,163,Flat,Christchurch,2011-02-28,Spreydon/Somerfield,Canterbury,1,197,2010-09-01,17,185,179,range
98.63,315,House,Christchurch,2011-02-28,Spreydon/Somerfield,Canterbury,4,405,2010-09-01,28,345,350,range
45.62,300,House,Christchurch,2011-02-28,Spreydon/Somerfield,Canterbury,3,350,2010-09-01,106,328,320,range
30.31,250,House,Christchurch,2011-02-28,Spreydon/Somerfield,Canterbury,2,297,2010-09-01,32,275,272,range
36.75,150,Flat,Timaru,2011-02-28,Rural Timaru/Temuka/Geraldine,Canterbury,2,195,2010-09-01,12,176,170,range
17.21,112,Flat,Timaru,2011-02-28,Rural Timaru/Temuka/Geraldine,Canterbury,1,130,2010-09-01,6,121,117,range
71.3,230,House,Timaru,2011-02-28,Rural Timaru/Temuka/Geraldine,Canterbury,4,280,2010-09-01,6,265,245,range
65.45,200,House,Timaru,2011-02-28,Rural Timaru/Temuka/Geraldine,Canterbury,3,247,2010-09-01,71,230,220,range
17.68,180,House,Timaru,2011-02-28,Rural Timaru/Temuka/Geraldine,Canterbury,2,200,2010-09-01,30,189,190,range
36.11,279,Flat,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,3,300,2010-09-01,6,283,287,range
32.5,200,Flat,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,2,240,2010-09-01,16,217,220,range
95.86,405,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,5+,550,2010-09-01,19,463,450,range
79.7,370,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,4,440,2010-09-01,118,403,402,range
69.95,270,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,3,351,2010-09-01,149,312,320,range
45.46,240,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,2,290,2010-09-01,38,265,260,range
45.61,152,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,1,205,2010-09-01,5,174,180,range
27.02,122,Flat,MacKenzie/Waimate,2011-02-28,Both Districts,Canterbury,2,158,2010-09-01,5,141,150,range
26.45,72,Flat,MacKenzie/Waimate,2011-02-28,Both Districts,Canterbury,1,115,2010-09-01,8,93,95,range
31.14,167,House,MacKenzie/Waimate,2011-02-28,Both Districts,Canterbury,4,205,2010-09-01,9,192,200,range
36.76,170,House,MacKenzie/Waimate,2011-02-28,Both Districts,Canterbury,3,220,2010-09-01,50,192,190,range
21.25,150,House,MacKenzie/Waimate,2011-02-28,Both Districts,Canterbury,2,180,2010-09-01,27,169,170,range
26.08,137,Room,MacKenzie/Waimate,2011-02-28,Both Districts,Canterbury,1,155,2010-09-01,5,144,150,range
34.63,310,Apartment,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,3,357,2010-09-01,15,334,325,range
93.43,202,Apartment,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,2,350,2010-09-01,7,295,310,range
53.53,242,Flat,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,3,315,2010-09-01,7,277,255,range
35.09,200,Flat,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,2,245,2010-09-01,62,224,220,range
23.69,155,Flat,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,1,200,2010-09-01,34,176,177,range
79.52,327,House,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,4,472,2010-09-01,7,392,370,range
44.7,290,House,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,3,330,2010-09-01,49,315,310,range
44.45,260,House,Christchurch,2011-02-28,Richmond/Avonside,Canterbury,2,320,2010-09-01,26,285,282,range
67.51,195,Flat,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,3,275,2010-09-01,5,237,195,range
37.61,150,Flat,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,2,212,2010-09-01,13,181,180,range
18.71,126,Flat,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,1,161,2010-09-01,7,145,150,range
63.24,250,House,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,4,330,2010-09-01,26,289,295,range
51.21,200,House,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,3,260,2010-09-01,58,232,237,range
32.54,210,House,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,2,240,2010-09-01,26,219,225,range
71.35,142,House,Kaikoura/Hurunui,2011-02-28,Both Districts,Canterbury,1,190,2010-09-01,9,180,160,range
66.51,335,Apartment,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,2,410,2010-09-01,16,385,355,range
59.56,250,Flat,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,2,330,2010-09-01,22,297,290,range
93.02,175,Flat,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,1,230,2010-09-01,14,227,195,range
167.19,446,House,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,5+,600,2010-09-01,11,532,455,range
111.5,450,House,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,4,562,2010-09-01,36,520,510,range
72.69,360,House,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,3,450,2010-09-01,82,415,400,range
57.54,282,House,Christchurch,2011-02-28,Redcliffs/Sumner,Canterbury,2,357,2010-09-01,43,313,320,range
57.56,274,Flat,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,3,300,2010-09-01,9,268,280,range
37.52,220,Flat,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,2,262,2010-09-01,33,239,245,range
15.9,161,Flat,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,1,178,2010-09-01,15,171,170,range
40.68,360,House,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,5+,396,2010-09-01,5,371,380,range
54.66,340,House,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,4,415,2010-09-01,24,385,387,range
42,290,House,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,3,340,2010-09-01,108,316,310,range
42.03,252,House,Christchurch,2011-02-28,North Beach/New Brighton/Southshore,Canterbury,2,283,2010-09-01,39,277,270,range
180.33,255,Apartment,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,3,442,2010-09-01,9,347,310,range
147.06,252,Apartment,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,2,327,2010-09-01,28,318,287,range
40.07,232,Apartment,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,1,248,2010-09-01,7,233,240,range
46.53,277,Flat,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,3,307,2010-09-01,7,297,300,range
48.23,222,Flat,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,2,280,2010-09-01,128,256,260,range
22.97,180,Flat,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,1,203,2010-09-01,19,195,195,range
124.61,395,House,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,4,550,2010-09-01,14,531,540,range
89.51,370,House,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,3,460,2010-09-01,30,426,417,range
57.1,287,House,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,2,350,2010-09-01,36,321,310,range
59.87,127,Room,Christchurch,2011-02-28,Merivale/St Albans West,Canterbury,1,182,2010-09-01,12,167,157,range
38.43,350,Apartment,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,3,400,2010-09-01,16,375,367,range
57.39,285,Apartment,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,2,350,2010-09-01,28,314,315,range
54.98,297,Flat,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,3,365,2010-09-01,20,331,320,range
44.59,200,Flat,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,2,250,2010-09-01,219,230,229,range
27.74,155,Flat,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,1,180,2010-09-01,56,169,170,range
127.03,300,House,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,5+,460,2010-09-01,6,378,365,range
162.96,345,House,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,4,470,2010-09-01,30,429,392,range
46.2,315,House,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,3,370,2010-09-01,78,347,350,range
40.98,250,House,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,2,310,2010-09-01,41,282,285,range
40.6,140,Room,Christchurch,2011-02-28,St Albans East/Edgeware,Canterbury,1,180,2010-09-01,36,154,150,range
30.39,300,Apartment,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,3,337,2010-09-01,12,321,324,range
35.96,250,Apartment,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,2,280,2010-09-01,30,258,260,range
40.03,245,Apartment,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,1,270,2010-09-01,11,250,260,range
41.24,245,Flat,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,3,296,2010-09-01,17,269,260,range
31.01,200,Flat,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,2,230,2010-09-01,166,217,215,range
45.62,151,Flat,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,1,200,2010-09-01,63,180,160,range
43.33,290,House,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,4,350,2010-09-01,40,318,320,range
40.96,280,House,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,3,330,2010-09-01,115,302,300,range
33.11,230,House,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,2,280,2010-09-01,37,253,260,range
5.7,193,House,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,1,201,2010-09-01,5,198,200,range
31.1,125,Room,Christchurch,2011-02-28,Linwood/Phillipstown,Canterbury,1,155,2010-09-01,43,140,140,range
28.5,270,Flat,Christchurch,2011-02-28,St Albans North/ Mairehau,Canterbury,2,298,2010-09-01,11,285,285,range
33.8,155,Flat,Christchurch,2011-02-28,St Albans North/ Mairehau,Canterbury,1,202,2010-09-01,8,183,180,range
163.35,477,House,Christchurch,2011-02-28,St Albans North/ Mairehau,Canterbury,5+,712,2010-09-01,5,582,600,range
120.64,365,House,Christchurch,2011-02-28,St Albans North/ Mairehau,Canterbury,4,425,2010-09-01,28,392,397,range
70.3,327,House,Christchurch,2011-02-28,St Albans North/ Mairehau,Canterbury,3,386,2010-09-01,57,355,350,range
74.9,265,House,Christchurch,2011-02-28,St Albans North/ Mairehau,Canterbury,2,320,2010-09-01,19,302,300,range
31.02,222,Flat,Christchurch,2011-02-28,Hornby/Islington/Hei Hei,Canterbury,2,262,2010-09-01,19,240,245,range
24.66,120,Flat,Christchurch,2011-02-28,Hornby/Islington/Hei Hei,Canterbury,1,167,2010-09-01,7,145,150,range
83.17,390,House,Christchurch,2011-02-28,Hornby/Islington/Hei Hei,Canterbury,5+,550,2010-09-01,5,464,450,range
47.7,310,House,Christchurch,2011-02-28,Hornby/Islington/Hei Hei,Canterbury,4,385,2010-09-01,16,353,357,range
29.71,288,House,Christchurch,2011-02-28,Hornby/Islington/Hei Hei,Canterbury,3,320,2010-09-01,117,305,300,range
37.73,220,House,Christchurch,2011-02-28,Hornby/Islington/Hei Hei,Canterbury,2,265,2010-09-01,22,243,250,range
22.4,240,Flat,Christchurch,2011-02-28,Richmond/Shirley,Canterbury,2,260,2010-09-01,14,245,247,range
133.37,332,House,Christchurch,2011-02-28,Richmond/Shirley,Canterbury,4,402,2010-09-01,19,385,360,range
49.12,280,House,Christchurch,2011-02-28,Richmond/Shirley,Canterbury,3,320,2010-09-01,77,306,300,range
39.23,255,House,Christchurch,2011-02-28,Richmond/Shirley,Canterbury,2,300,2010-09-01,10,273,287,range
21.54,150,Room,Christchurch,2011-02-28,Richmond/Shirley,Canterbury,1,160,2010-09-01,6,154,160,range
11.44,245,Flat,Christchurch,2011-02-28,Halswell/Wigram,Canterbury,2,265,2010-09-01,7,256,260,range
39.05,422,House,Christchurch,2011-02-28,Halswell/Wigram,Canterbury,5+,483,2010-09-01,5,455,470,range
55.66,400,House,Christchurch,2011-02-28,Halswell/Wigram,Canterbury,4,450,2010-09-01,55,429,420,range
42.9,300,House,Christchurch,2011-02-28,Halswell/Wigram,Canterbury,3,370,2010-09-01,92,338,335,range
39.28,249,House,Christchurch,2011-02-28,Halswell/Wigram,Canterbury,2,272,2010-09-01,8,271,267,range
90.89,429,Flat,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,5+,600,2010-09-01,6,516,520,range
44.85,330,Flat,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,4,360,2010-09-01,9,348,360,range
22.3,280,Flat,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,3,315,2010-09-01,6,297,295,range
35.34,230,Flat,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,2,273,2010-09-01,35,252,250,range
107.18,460,House,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,5+,608,2010-09-01,39,522,510,range
92.69,352,House,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,4,420,2010-09-01,25,364,390,range
77.38,300,House,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,3,350,2010-09-01,60,322,320,range
29.33,255,House,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,2,292,2010-09-01,13,269,270,range
110.4,108,Room,Christchurch,2011-02-28,Sockburn/Upper Riccarton,Canterbury,1,150,2010-09-01,75,160,124,range
11.7,262,Flat,Christchurch,2011-02-28,Marshland/Redwood,Canterbury,2,277,2010-09-01,7,269,270,range
82.16,437,House,Christchurch,2011-02-28,Marshland/Redwood,Canterbury,5+,562,2010-09-01,5,510,550,range
63.03,360,House,Christchurch,2011-02-28,Marshland/Redwood,Canterbury,4,450,2010-09-01,31,407,420,range
72.47,315,House,Christchurch,2011-02-28,Marshland/Redwood,Canterbury,3,356,2010-09-01,69,339,330,range
58.11,257,House,Christchurch,2011-02-28,Marshland/Redwood,Canterbury,2,292,2010-09-01,12,265,285,range
176.97,395,Apartment,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,3,620,2010-09-01,18,510,437,range
77.59,297,Apartment,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,2,400,2010-09-01,65,353,330,range
56.57,255,Apartment,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,1,340,2010-09-01,64,296,289,range
67.77,230,Flat,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,3,340,2010-09-01,8,287,305,range
87.44,195,Flat,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,2,325,2010-09-01,28,278,269,range
40,147,Flat,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,1,185,2010-09-01,40,173,172,range
275,305,House,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,2,460,2010-09-01,6,461,382,range
66.31,110,Room,Christchurch,2011-02-28,Christchurch Central/Hagley,Canterbury,1,235,2010-09-01,28,177,160,range
30.33,292,Flat,Christchurch,2011-02-28,Burwood/Dallington/Avondale,Canterbury,3,335,2010-09-01,5,313,315,range
19.49,240,Flat,Christchurch,2011-02-28,Burwood/Dallington/Avondale,Canterbury,2,250,2010-09-01,16,245,245,range
51.42,357,House,Christchurch,2011-02-28,Burwood/Dallington/Avondale,Canterbury,4,427,2010-09-01,9,397,400,range
38.78,293,House,Christchurch,2011-02-28,Burwood/Dallington/Avondale,Canterbury,3,340,2010-09-01,49,315,329,range
30.33,237,House,Christchurch,2011-02-28,Burwood/Dallington/Avondale,Canterbury,2,273,2010-09-01,13,260,250,range
39.19,237,Flat,Christchurch,2011-02-28,Burnside/Harewood,Canterbury,2,278,2010-09-01,9,258,270,range
94.68,435,House,Christchurch,2011-02-28,Burnside/Harewood,Canterbury,5+,535,2010-09-01,8,482,470,range
96.41,350,House,Christchurch,2011-02-28,Burnside/Harewood,Canterbury,4,427,2010-09-01,27,376,385,range
38.1,310,House,Christchurch,2011-02-28,Burnside/Harewood,Canterbury,3,350,2010-09-01,75,336,340,range
25.4,276,House,Christchurch,2011-02-28,Burnside/Harewood,Canterbury,2,323,2010-09-01,7,299,295,range
16.86,300,Flat,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,3,330,2010-09-01,6,314,307,range
76.92,260,Flat,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,2,295,2010-09-01,16,292,277,range
73.55,512,House,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,5+,617,2010-09-01,19,560,550,range
44.41,400,House,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,4,450,2010-09-01,25,433,440,range
44.27,320,House,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,3,370,2010-09-01,40,348,347,range
55.34,268,House,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,2,332,2010-09-01,9,308,280,range
18.86,124,Room,Christchurch,2011-02-28,Ilam/Westburn,Canterbury,1,140,2010-09-01,20,128,129,range
38.81,283,Flat,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,3,310,2010-09-01,9,303,290,range
24,250,Flat,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,2,270,2010-09-01,30,255,260,range
20.6,170,Flat,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,1,190,2010-09-01,6,175,177,range
183.1,381,House,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,5+,507,2010-09-01,11,485,430,range
79.57,365,House,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,4,470,2010-09-01,58,426,420,range
70.1,298,House,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,3,351,2010-09-01,125,330,325,range
36.3,260,House,Christchurch,2011-02-28,Sawyers Arms/Northcote/Belfast,Canterbury,2,310,2010-09-01,22,290,295,range
24.52,250,Flat,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,3,280,2010-09-01,10,273,275,range
28.89,200,Flat,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,2,247,2010-09-01,23,221,220,range
17.62,158,Flat,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,1,180,2010-09-01,13,168,165,range
58.97,295,House,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,4,365,2010-09-01,18,327,320,range
26.1,280,House,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,3,300,2010-09-01,95,296,300,range
26.71,235,House,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,2,270,2010-09-01,10,255,255,range
7.07,107,Room,Christchurch,2011-02-28,Aranui/Bromley/Bexley,Canterbury,1,112,2010-09-01,5,110,110,range
35.9,250,Flat,Christchurch,2011-02-28,Avonhead/Yaldhurst,Canterbury,2,287,2010-09-01,24,262,265,range
100.93,455,House,Christchurch,2011-02-28,Avonhead/Yaldhurst,Canterbury,5+,579,2010-09-01,8,526,490,range
59.23,372,House,Christchurch,2011-02-28,Avonhead/Yaldhurst,Canterbury,4,450,2010-09-01,35,408,400,range
45.35,320,House,Christchurch,2011-02-28,Avonhead/Yaldhurst,Canterbury,3,370,2010-09-01,98,346,340,range
46.42,257,House,Christchurch,2011-02-28,Avonhead/Yaldhurst,Canterbury,2,340,2010-09-01,17,296,290,range
73.31,77,Room,Christchurch,2011-02-28,Avonhead/Yaldhurst,Canterbury,1,116,2010-09-01,9,115,77,range
36.11,279,Flat,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,3,300,2010-09-01,6,283,287,range
32.5,200,Flat,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,2,240,2010-09-01,16,217,220,range
95.86,405,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,5+,550,2010-09-01,19,463,450,range
79.7,370,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,4,440,2010-09-01,118,403,402,range
69.95,270,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,3,351,2010-09-01,149,312,320,range
45.46,240,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,2,290,2010-09-01,38,265,260,range
45.61,152,House,Banks Peninsula/Selwyn,2011-02-28,Both Districts,Canterbury,1,205,2010-09-01,5,174,180,range
110.94,380,Apartment,Christchurch,2011-02-28,Riccarton,Canterbury,4,400,2010-09-01,6,425,398,range
16.94,349,Apartment,Christchurch,2011-02-28,Riccarton,Canterbury,3,368,2010-09-01,9,360,350,range
31.28,275,Apartment,Christchurch,2011-02-28,Riccarton,Canterbury,2,310,2010-09-01,6,303,299,range
36.8,400,Flat,Christchurch,2011-02-28,Riccarton,Canterbury,5+,425,2010-09-01,6,429,425,range
102.87,281,Flat,Christchurch,2011-02-28,Riccarton,Canterbury,4,357,2010-09-01,11,289,340,range
68.12,295,Flat,Christchurch,2011-02-28,Riccarton,Canterbury,3,355,2010-09-01,35,325,300,range
42.5,230,Flat,Christchurch,2011-02-28,Riccarton,Canterbury,2,280,2010-09-01,127,257,255,range
26.54,166,Flat,Christchurch,2011-02-28,Riccarton,Canterbury,1,195,2010-09-01,15,179,170,range
100.34,480,House,Christchurch,2011-02-28,Riccarton,Canterbury,5+,580,2010-09-01,63,534,525,range
84.19,352,House,Christchurch,2011-02-28,Riccarton,Canterbury,4,427,2010-09-01,67,400,390,range
51.19,310,House,Christchurch,2011-02-28,Riccarton,Canterbury,3,380,2010-09-01,119,343,330,range
88.23,262,House,Christchurch,2011-02-28,Riccarton,Canterbury,2,300,2010-09-01,48,294,285,range
58.99,135,Room,Christchurch,2011-02-28,Riccarton,Canterbury,1,200,2010-09-01,99,169,165,range
53.61,156,Apartment,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,2,263,2010-09-01,9,208,200,range
55.23,177,Flat,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,4,280,2010-09-01,5,220,190,range
23.29,153,Flat,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,3,177,2010-09-01,5,166,165,range
45.57,140,Flat,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,2,170,2010-09-01,125,166,160,range
31.29,110,Flat,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,1,150,2010-09-01,53,130,125,range
229.68,260,House,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,5+,600,2010-09-01,11,445,370,range
56.7,200,House,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,4,285,2010-09-01,24,242,232,range
49.67,180,House,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,3,240,2010-09-01,146,216,202,range
52.7,162,House,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,2,212,2010-09-01,64,195,187,range
79.94,90,Room,Invercargill,2011-02-28,Central Invercargill/Bluff,Southland,1,90,2010-09-01,31,105,90,range
70.85,280,Apartment,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,2,360,2010-09-01,6,295,285,range
52.85,287,Flat,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,3,392,2010-09-01,8,342,347,range
65.58,255,Flat,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,2,300,2010-09-01,31,289,280,range
43.53,172,Flat,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,1,200,2010-09-01,11,185,200,range
123.77,488,House,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,5+,683,2010-09-01,13,596,570,range
103.63,400,House,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,4,582,2010-09-01,48,490,472,range
114.09,357,House,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,3,450,2010-09-01,69,417,390,range
94.33,295,House,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,2,380,2010-09-01,22,351,320,range
30.43,98,Room,Christchurch,2011-02-28,Fendalton/Strowan/Bryndwr,Canterbury,1,142,2010-09-01,21,118,100,range
5.67,140,Flat,Gore,2011-02-28,Entire District,Southland,3,147,2010-09-01,7,142,140,range
16.57,136,Flat,Gore,2011-02-28,Entire District,Southland,2,157,2010-09-01,15,145,140,range
7.41,90,Flat,Gore,2011-02-28,Entire District,Southland,1,100,2010-09-01,26,95,95,range
72.93,170,House,Gore,2011-02-28,Entire District,Southland,4,250,2010-09-01,14,225,240,range
38.86,160,House,Gore,2011-02-28,Entire District,Southland,3,220,2010-09-01,101,186,180,range
24.96,142,House,Gore,2011-02-28,Entire District,Southland,2,170,2010-09-01,24,159,160,range
65.33,282,Flat,Waitakere,2011-02-28,West Harbour,Auckland,2,345,2010-09-01,8,335,335,range
27.23,200,Flat,Waitakere,2011-02-28,West Harbour,Auckland,1,240,2010-09-01,10,219,225,range
167.23,565,House,Waitakere,2011-02-28,West Harbour,Auckland,5+,775,2010-09-01,8,667,640,range
101.05,482,House,Waitakere,2011-02-28,West Harbour,Auckland,4,593,2010-09-01,23,546,540,range
72.68,340,House,Waitakere,2011-02-28,West Harbour,Auckland,3,440,2010-09-01,92,390,360,range
51.32,300,House,Waitakere,2011-02-28,West Harbour,Auckland,2,340,2010-09-01,12,324,320,range
27.7,230,Flat,Christchurch,2011-02-28,Hillmorton/Hoon Hay,Canterbury,2,257,2010-09-01,15,239,240,range
53.78,340,House,Christchurch,2011-02-28,Hillmorton/Hoon Hay,Canterbury,4,380,2010-09-01,11,364,350,range
41.75,300,House,Christchurch,2011-02-28,Hillmorton/Hoon Hay,Canterbury,3,348,2010-09-01,75,322,320,range
53.76,250,House,Christchurch,2011-02-28,Hillmorton/Hoon Hay,Canterbury,2,300,2010-09-01,10,262,277,range
51.13,365,Apartment,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,2,450,2010-09-01,8,408,427,range
24.41,270,Flat,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,2,298,2010-09-01,15,287,270,range
21.91,212,Flat,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,1,235,2010-09-01,5,224,230,range
122.57,525,House,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,5+,735,2010-09-01,9,616,630,range
112.55,410,House,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,4,590,2010-09-01,20,490,465,range
43.39,350,House,Waitakere,2011-02-28,Te Atatu Peninsula,Auckland,3,400,2010-09-01,90,382,380,range
